"ID","Metadata","Localized Name"
"tconstruct:broad_axe_head","0","Prometheum Broad Axe Head"
"tconstruct:broad_axe_head","0","Duranite Broad Axe Head"
"tconstruct:broad_axe_head","0","Valyrium Broad Axe Head"
"tconstruct:broad_axe_head","0","Vibranium Broad Axe Head"
"tconstruct:broad_axe_head","0","Terrax Broad Axe Head"
"tconstruct:broad_axe_head","0","Palladium Broad Axe Head"
"tconstruct:broad_axe_head","0","Uru Broad Axe Head"
"tconstruct:broad_axe_head","0","Eezo Broad Axe Head"
"tconstruct:broad_axe_head","0","Basalt Broad Axe Head"
"tconstruct:broad_axe_head","0","Triberium Broad Axe Head"
"tconstruct:broad_axe_head","0","Fractum Broad Axe Head"
"tconstruct:broad_axe_head","0","Violium Broad Axe Head"
"tconstruct:broad_axe_head","0","Proxii Broad Axe Head"
"tconstruct:broad_axe_head","0","Tritonite Broad Axe Head"
"tconstruct:broad_axe_head","0","Ignitz Broad Axe Head"
"tconstruct:broad_axe_head","0","Imperomite Broad Axe Head"
"tconstruct:broad_axe_head","0","Solarium Broad Axe Head"
"tconstruct:broad_axe_head","0","Nihilite Broad Axe Head"
"tconstruct:broad_axe_head","0","Adamant Broad Axe Head"
"tconstruct:broad_axe_head","0","Dyonite Broad Axe Head"
"tconstruct:broad_axe_head","0","Nucleum Broad Axe Head"
"tconstruct:broad_axe_head","0","Lumix Broad Axe Head"
"tconstruct:broad_axe_head","0","Seismum Broad Axe Head"
"tconstruct:broad_axe_head","0","Astrium Broad Axe Head"
"tconstruct:broad_axe_head","0","Niob Broad Axe Head"
"tconstruct:broad_axe_head","0","Yrdeen Broad Axe Head"
"tconstruct:broad_axe_head","0","Meteorite Broad Axe Head"
"tconstruct:broad_axe_head","0","Obsidiorite Broad Axe Head"
"tconstruct:broadsword","0","Broadsword"
"tconstruct:brownstone","0","Smooth Brownstone"
"tconstruct:brownstone","1","Rough Brownstone"
"tconstruct:brownstone","2","Brownstone Paver"
"tconstruct:brownstone","3","Brownstone Bricks"
"tconstruct:brownstone","4","Cracked Brownstone Bricks"
"tconstruct:brownstone","5","Fancy Brownstone Bricks"
"tconstruct:brownstone","6","Square Brownstone Bricks"
"tconstruct:brownstone","7","Brownstone Road"
"tconstruct:brownstone","8","Brownstone Creeperface"
"tconstruct:brownstone","9","Triangle Brownstone Bricks"
"tconstruct:brownstone","10","Small Brownstone Bricks"
"tconstruct:brownstone","11","Brownstone Tiles"
"tconstruct:brownstone_slab","0","Smooth Brownstone Slab"
"tconstruct:brownstone_slab","1","Rough Brownstone Slab"
"tconstruct:brownstone_slab","2","Brownstone Paver Slab"
"tconstruct:brownstone_slab","3","Brownstone Bricks Slab"
"tconstruct:brownstone_slab","4","Cracked Brownstone Bricks Slab"
"tconstruct:brownstone_slab","5","Fancy Brownstone Bricks Slab"
"tconstruct:brownstone_slab","6","Square Brownstone Bricks Slab"
"tconstruct:brownstone_slab","7","Brownstone Road Slab"
"tconstruct:brownstone_slab2","0","Brownstone Creeperface Slab"
"tconstruct:brownstone_slab2","1","Triangle Brownstone Bricks Slab"
"tconstruct:brownstone_slab2","2","Small Brownstone Bricks Slab"
"tconstruct:brownstone_slab2","3","Brownstone Tile Slab"
"tconstruct:brownstone_stairs_brick","0","Brownstone Bricks Stairs"
"tconstruct:brownstone_stairs_brick_cracked","0","Cracked Brownstone Bricks Stairs"
"tconstruct:brownstone_stairs_brick_fancy","0","Fancy Brownstone Bricks Stairs"
"tconstruct:brownstone_stairs_brick_small","0","Small Brownstone Bricks Stairs"
"tconstruct:brownstone_stairs_brick_square","0","Square Brownstone Bricks Stairs"
"tconstruct:brownstone_stairs_brick_triangle","0","Triangle Brownstone Bricks Stairs"
"tconstruct:brownstone_stairs_creeper","0","Brownstone Creeperface Stairs"
"tconstruct:brownstone_stairs_paver","0","Brownstone Paver Stairs"
"tconstruct:brownstone_stairs_road","0","Brownstone Road Stairs"
"tconstruct:brownstone_stairs_rough","0","Rough Brownstone Stairs"
"tconstruct:brownstone_stairs_smooth","0","Smooth Brownstone Stairs"
"tconstruct:brownstone_stairs_tile","0","Brownstone Tile Stairs"
"tconstruct:cast","0","Blank Cast"
"tconstruct:cast","0","Shovel Head Cast"
"tconstruct:cast","0","Arrow Head Cast"
"tconstruct:cast","0","Large Plate Cast"
"tconstruct:cast","0","Shard Cast"
"tconstruct:cast","0","Hammer Head Cast"
"tconstruct:cast","0","Excavator Head Cast"
"tconstruct:cast","0","Tool Rod Cast"
"tconstruct:cast","0","Broad Axe Head Cast"
"tconstruct:cast","0","Pickaxe Head Cast"
"tconstruct:cast","0","Wide Guard Cast"
"tconstruct:cast","0","Pan Cast"
"tconstruct:cast","0","Large Sword Blade Cast"
"tconstruct:cast","0","Tough Binding Cast"
"tconstruct:cast","0","Sharpening Kit Cast"
"tconstruct:cast","0","Axe Head Cast"
"tconstruct:cast","0","Cross Guard Cast"
"tconstruct:cast","0","Binding Cast"
"tconstruct:cast","0","Bowlimb Cast"
"tconstruct:cast","0","Tough Tool Rod Cast"
"tconstruct:cast","0","Sign Plate Cast"
"tconstruct:cast","0","Scythe Head Cast"
"tconstruct:cast","0","Hand Guard Cast"
"tconstruct:cast","0","Sword Blade Cast"
"tconstruct:cast","0","Knife Blade Cast"
"tconstruct:cast_custom","0","Ingot Cast"
"tconstruct:cast_custom","1","Nugget Cast"
"tconstruct:cast_custom","2","Gem Cast"
"tconstruct:cast_custom","3","Plate Cast"
"tconstruct:cast_custom","4","Gear Cast"
"tconstruct:casting","0","Casting Table"
"tconstruct:casting","1","Casting Basin"
"tconstruct:clay_cast","0","item.tconstruct.clay_cast.blank"
"tconstruct:clay_cast","0","Shovel Head Clay Cast"
"tconstruct:clay_cast","0","Arrow Head Clay Cast"
"tconstruct:clay_cast","0","Large Plate Clay Cast"
"tconstruct:clay_cast","0","Shard Clay Cast"
"tconstruct:clay_cast","0","Hammer Head Clay Cast"
"tconstruct:clay_cast","0","Excavator Head Clay Cast"
"tconstruct:clay_cast","0","Tool Rod Clay Cast"
"tconstruct:clay_cast","0","Broad Axe Head Clay Cast"
"tconstruct:clay_cast","0","Pickaxe Head Clay Cast"
"tconstruct:clay_cast","0","Wide Guard Clay Cast"
"tconstruct:clay_cast","0","Pan Clay Cast"
"tconstruct:clay_cast","0","Large Sword Blade Clay Cast"
"tconstruct:clay_cast","0","Tough Binding Clay Cast"
"tconstruct:clay_cast","0","Sharpening Kit Clay Cast"
"tconstruct:clay_cast","0","Axe Head Clay Cast"
"tconstruct:clay_cast","0","Cross Guard Clay Cast"
"tconstruct:clay_cast","0","Binding Clay Cast"
"tconstruct:clay_cast","0","Bowlimb Clay Cast"
"tconstruct:clay_cast","0","Tough Tool Rod Clay Cast"
"tconstruct:clay_cast","0","Sign Plate Clay Cast"
"tconstruct:clay_cast","0","Scythe Head Clay Cast"
"tconstruct:clay_cast","0","Hand Guard Clay Cast"
"tconstruct:clay_cast","0","Sword Blade Clay Cast"
"tconstruct:clay_cast","0","Knife Blade Clay Cast"
"tconstruct:clear_glass","0","Clear Glass"
"tconstruct:clear_stained_glass","0","Clear White Stained Glass"
"tconstruct:clear_stained_glass","1","Clear Orange Stained Glass"
"tconstruct:clear_stained_glass","2","Clear Magenta Stained Glass"
"tconstruct:clear_stained_glass","3","Clear Light Blue Stained Glass"
"tconstruct:clear_stained_glass","4","Clear Yellow Stained Glass"
"tconstruct:clear_stained_glass","5","Clear Light Green Stained Glass"
"tconstruct:clear_stained_glass","6","Clear Pink Stained Glass"
"tconstruct:clear_stained_glass","7","Clear Gray Stained Glass"
"tconstruct:clear_stained_glass","8","Clear Light Gray Stained Glass"
"tconstruct:clear_stained_glass","9","Clear Cyan Stained Glass"
"tconstruct:clear_stained_glass","10","Clear Purple Stained Glass"
"tconstruct:clear_stained_glass","11","Clear Blue Stained Glass"
"tconstruct:clear_stained_glass","12","Clear Brown Stained Glass"
"tconstruct:clear_stained_glass","13","Clear Green Stained Glass"
"tconstruct:clear_stained_glass","14","Clear Red Stained Glass"
"tconstruct:clear_stained_glass","15","Clear Black Stained Glass"
"tconstruct:cleaver","0","Cleaver"
"tconstruct:cross_guard","0","Wooden Cross Guard"
"tconstruct:cross_guard","0","Stone Cross Guard"
"tconstruct:cross_guard","0","Flint Cross Guard"
"tconstruct:cross_guard","0","Cactus Cross Guard"
"tconstruct:cross_guard","0","Bone Cross Guard"
"tconstruct:cross_guard","0","Obsidian Cross Guard"
"tconstruct:cross_guard","0","Prismarine Cross Guard"
"tconstruct:cross_guard","0","End Cross Guard"
"tconstruct:cross_guard","0","Paper Cross Guard"
"tconstruct:cross_guard","0","Sponge Cross Guard"
"tconstruct:cross_guard","0","Firewood Cross Guard"
"tconstruct:cross_guard","0","Iron Cross Guard"
"tconstruct:cross_guard","0","Pig Iron Cross Guard"
"tconstruct:cross_guard","0","Knightslime Cross Guard"
"tconstruct:cross_guard","0","Slime Cross Guard"
"tconstruct:cross_guard","0","Slime Cross Guard"
"tconstruct:cross_guard","0","Magma Slime Cross Guard"
"tconstruct:cross_guard","0","Netherrack Cross Guard"
"tconstruct:cross_guard","0","Cobalt Cross Guard"
"tconstruct:cross_guard","0","Ardite Cross Guard"
"tconstruct:cross_guard","0","Manyullyn Cross Guard"
"tconstruct:cross_guard","0","Copper Cross Guard"
"tconstruct:cross_guard","0","Bronze Cross Guard"
"tconstruct:cross_guard","0","Steel Cross Guard"
"tconstruct:cross_guard","0","Lead Cross Guard"
"tconstruct:cross_guard","0","Silver Cross Guard"
"tconstruct:cross_guard","0","Electrum Cross Guard"
"tconstruct:cross_guard","0","Treated Wood Cross Guard"
"tconstruct:cross_guard","0","Constantan Cross Guard"
"tconstruct:cross_guard","0","Tiberium Cross Guard"
"tconstruct:cross_guard","0","Aurorium Cross Guard"
"tconstruct:cross_guard","0","Prometheum Cross Guard"
"tconstruct:cross_guard","0","Duranite Cross Guard"
"tconstruct:cross_guard","0","Valyrium Cross Guard"
"tconstruct:cross_guard","0","Vibranium Cross Guard"
"tconstruct:cross_guard","0","Terrax Cross Guard"
"tconstruct:cross_guard","0","Palladium Cross Guard"
"tconstruct:cross_guard","0","Uru Cross Guard"
"tconstruct:cross_guard","0","Eezo Cross Guard"
"tconstruct:cross_guard","0","Basalt Cross Guard"
"tconstruct:cross_guard","0","Triberium Cross Guard"
"tconstruct:cross_guard","0","Fractum Cross Guard"
"tconstruct:cross_guard","0","Violium Cross Guard"
"tconstruct:cross_guard","0","Proxii Cross Guard"
"tconstruct:cross_guard","0","Tritonite Cross Guard"
"tconstruct:cross_guard","0","Ignitz Cross Guard"
"tconstruct:cross_guard","0","Imperomite Cross Guard"
"tconstruct:cross_guard","0","Solarium Cross Guard"
"tconstruct:cross_guard","0","Nihilite Cross Guard"
"tconstruct:cross_guard","0","Adamant Cross Guard"
"tconstruct:cross_guard","0","Dyonite Cross Guard"
"tconstruct:cross_guard","0","Nucleum Cross Guard"
"tconstruct:cross_guard","0","Lumix Cross Guard"
"tconstruct:cross_guard","0","Seismum Cross Guard"
"tconstruct:cross_guard","0","Astrium Cross Guard"
"tconstruct:cross_guard","0","Niob Cross Guard"
"tconstruct:cross_guard","0","Yrdeen Cross Guard"
"tconstruct:cross_guard","0","Meteorite Cross Guard"
"tconstruct:cross_guard","0","Obsidiorite Cross Guard"
"tconstruct:crossbow","0","Crossbow"
"tconstruct:deco_ground","0","Mud Bricks"
"tconstruct:deco_ground_slab","0","Mud Bricks Slab"
"tconstruct:dried_brick_stairs","0","Dried Bricks Stairs"
"tconstruct:dried_clay","0","Dried Clay"
"tconstruct:dried_clay","1","Dried Bricks"
"tconstruct:dried_clay_slab","0","Dried Clay Slab"
"tconstruct:dried_clay_slab","1","Dried Bricks Slab"
"tconstruct:dried_clay_stairs","0","Dried Clay Stairs"
"tconstruct:edible","0","Bacon"
"tconstruct:edible","1","Slime Ball"
"tconstruct:edible","2","Slime Ball"
"tconstruct:edible","3","Coagulated Blood"
"tconstruct:edible","4","Slime Ball"
"tconstruct:edible","10","Monster Jerky"
"tconstruct:edible","11","Beef Jerky"
"tconstruct:edible","12","Chicken Jerky"
"tconstruct:edible","13","Bacon Jerky"
"tconstruct:edible","14","Mutton Jerky"
"tconstruct:edible","15","Rabbit Jerky"
"tconstruct:edible","20","Fish Jerky"
"tconstruct:edible","21","Salmon Jerky"
"tconstruct:edible","22","Clownfish Jerky"
"tconstruct:edible","23","Fugu Jerky"
"tconstruct:edible","30","Gelatinous Slime Drop"
"tconstruct:edible","31","Gelatinous Slime Drop"
"tconstruct:edible","32","Gelatinous Slime Drop"
"tconstruct:edible","33","Coagulated Blood Drop"
"tconstruct:edible","34","Gelatinous Slime Drop"
"tconstruct:excavator","0","Excavator"
"tconstruct:excavator_head","0","Wooden Excavator Head"
"tconstruct:excavator_head","0","Stone Excavator Head"
"tconstruct:excavator_head","0","Flint Excavator Head"
"tconstruct:excavator_head","0","Cactus Excavator Head"
"tconstruct:excavator_head","0","Bone Excavator Head"
"tconstruct:excavator_head","0","Obsidian Excavator Head"
"tconstruct:excavator_head","0","Prismarine Excavator Head"
"tconstruct:excavator_head","0","End Excavator Head"
"tconstruct:excavator_head","0","Paper Excavator Head"
"tconstruct:excavator_head","0","Sponge Excavator Head"
"tconstruct:excavator_head","0","Firewood Excavator Head"
"tconstruct:excavator_head","0","Iron Excavator Head"
"tconstruct:excavator_head","0","Pig Iron Excavator Head"
"tconstruct:excavator_head","0","Knightslime Excavator Head"
"tconstruct:excavator_head","0","Slime Excavator Head"
"tconstruct:excavator_head","0","Slime Excavator Head"
"tconstruct:excavator_head","0","Magma Slime Excavator Head"
"tconstruct:excavator_head","0","Netherrack Excavator Head"
"tconstruct:excavator_head","0","Cobalt Excavator Head"
"tconstruct:excavator_head","0","Ardite Excavator Head"
"tconstruct:excavator_head","0","Manyullyn Excavator Head"
"tconstruct:excavator_head","0","Copper Excavator Head"
"tconstruct:excavator_head","0","Bronze Excavator Head"
"tconstruct:excavator_head","0","Steel Excavator Head"
"tconstruct:excavator_head","0","Lead Excavator Head"
"tconstruct:excavator_head","0","Silver Excavator Head"
"tconstruct:excavator_head","0","Electrum Excavator Head"
"tconstruct:excavator_head","0","Treated Wood Excavator Head"
"tconstruct:excavator_head","0","Constantan Excavator Head"
"tconstruct:excavator_head","0","Tiberium Excavator Head"
"tconstruct:excavator_head","0","Aurorium Excavator Head"
"tconstruct:excavator_head","0","Prometheum Excavator Head"
"tconstruct:excavator_head","0","Duranite Excavator Head"
"tconstruct:excavator_head","0","Valyrium Excavator Head"
"tconstruct:excavator_head","0","Vibranium Excavator Head"
"tconstruct:excavator_head","0","Terrax Excavator Head"
"tconstruct:excavator_head","0","Palladium Excavator Head"
"tconstruct:excavator_head","0","Uru Excavator Head"
"tconstruct:excavator_head","0","Eezo Excavator Head"
"tconstruct:excavator_head","0","Basalt Excavator Head"
"tconstruct:excavator_head","0","Triberium Excavator Head"
"tconstruct:excavator_head","0","Fractum Excavator Head"
"tconstruct:excavator_head","0","Violium Excavator Head"
"tconstruct:excavator_head","0","Proxii Excavator Head"
"tconstruct:excavator_head","0","Tritonite Excavator Head"
"tconstruct:excavator_head","0","Ignitz Excavator Head"
"tconstruct:excavator_head","0","Imperomite Excavator Head"
"tconstruct:excavator_head","0","Solarium Excavator Head"
"tconstruct:excavator_head","0","Nihilite Excavator Head"
"tconstruct:excavator_head","0","Adamant Excavator Head"
"tconstruct:excavator_head","0","Dyonite Excavator Head"
"tconstruct:excavator_head","0","Nucleum Excavator Head"
"tconstruct:excavator_head","0","Lumix Excavator Head"
"tconstruct:excavator_head","0","Seismum Excavator Head"
"tconstruct:excavator_head","0","Astrium Excavator Head"
"tconstruct:excavator_head","0","Niob Excavator Head"
"tconstruct:excavator_head","0","Yrdeen Excavator Head"
"tconstruct:excavator_head","0","Meteorite Excavator Head"
"tconstruct:excavator_head","0","Obsidiorite Excavator Head"
"tconstruct:fancy_frame","0","Fancy Item Frame"
"tconstruct:fancy_frame","1","Aluminium Brass Item Frame"
"tconstruct:fancy_frame","2","Cobalt Item Frame"
"tconstruct:fancy_frame","3","Ardite Item Frame"
"tconstruct:fancy_frame","4","Manyullyn Item Frame"
"tconstruct:fancy_frame","5","Golden Item Frame"
"tconstruct:fancy_frame","6","Clear Item Frame"
"tconstruct:faucet","0","Faucet"
"tconstruct:firewood","0","Lavawood"
"tconstruct:firewood","1","Firewood"
"tconstruct:firewood_slab","0","Lavawood Slab"
"tconstruct:firewood_slab","1","Firewood Slab"
"tconstruct:firewood_stairs","0","Firewood Stairs"
"tconstruct:fletching","0","Feather Fletching"
"tconstruct:fletching","0","Slimeleaf Fletching"
"tconstruct:fletching","0","Slimeleaf Fletching"
"tconstruct:fletching","0","Slimeleaf Fletching"
"tconstruct:fletching","0","Leaf Fletching"
"tconstruct:frypan","0","Frypan"
"tconstruct:hammer","0","Hammer"
"tconstruct:hammer_head","0","Wooden Hammer Head"
"tconstruct:hammer_head","0","Stone Hammer Head"
"tconstruct:hammer_head","0","Flint Hammer Head"
"tconstruct:hammer_head","0","Cactus Hammer Head"
"tconstruct:hammer_head","0","Bone Hammer Head"
"tconstruct:hammer_head","0","Obsidian Hammer Head"
"tconstruct:hammer_head","0","Prismarine Hammer Head"
"tconstruct:hammer_head","0","End Hammer Head"
"tconstruct:hammer_head","0","Paper Hammer Head"
"tconstruct:hammer_head","0","Sponge Hammer Head"
"tconstruct:hammer_head","0","Firewood Hammer Head"
"tconstruct:hammer_head","0","Iron Hammer Head"
"tconstruct:hammer_head","0","Pig Iron Hammer Head"
"tconstruct:hammer_head","0","Knightslime Hammer Head"
"tconstruct:hammer_head","0","Slime Hammer Head"
"tconstruct:hammer_head","0","Slime Hammer Head"
"tconstruct:hammer_head","0","Magma Slime Hammer Head"
"tconstruct:hammer_head","0","Netherrack Hammer Head"
"tconstruct:hammer_head","0","Cobalt Hammer Head"
"tconstruct:hammer_head","0","Ardite Hammer Head"
"tconstruct:hammer_head","0","Manyullyn Hammer Head"
"tconstruct:hammer_head","0","Copper Hammer Head"
"tconstruct:hammer_head","0","Bronze Hammer Head"
"tconstruct:hammer_head","0","Steel Hammer Head"
"tconstruct:hammer_head","0","Lead Hammer Head"
"tconstruct:hammer_head","0","Silver Hammer Head"
"tconstruct:hammer_head","0","Electrum Hammer Head"
"tconstruct:hammer_head","0","Treated Wood Hammer Head"
"tconstruct:hammer_head","0","Constantan Hammer Head"
"tconstruct:hammer_head","0","Tiberium Hammer Head"
"tconstruct:hammer_head","0","Aurorium Hammer Head"
"tconstruct:hammer_head","0","Prometheum Hammer Head"
"tconstruct:hammer_head","0","Duranite Hammer Head"
"tconstruct:hammer_head","0","Valyrium Hammer Head"
"tconstruct:hammer_head","0","Vibranium Hammer Head"
"tconstruct:hammer_head","0","Terrax Hammer Head"
"tconstruct:hammer_head","0","Palladium Hammer Head"
"tconstruct:hammer_head","0","Uru Hammer Head"
"tconstruct:hammer_head","0","Eezo Hammer Head"
"tconstruct:hammer_head","0","Basalt Hammer Head"
"tconstruct:hammer_head","0","Triberium Hammer Head"
"tconstruct:hammer_head","0","Fractum Hammer Head"
"tconstruct:hammer_head","0","Violium Hammer Head"
"tconstruct:hammer_head","0","Proxii Hammer Head"
"tconstruct:hammer_head","0","Tritonite Hammer Head"
"tconstruct:hammer_head","0","Ignitz Hammer Head"
"tconstruct:hammer_head","0","Imperomite Hammer Head"
"tconstruct:hammer_head","0","Solarium Hammer Head"
"tconstruct:hammer_head","0","Nihilite Hammer Head"
"tconstruct:hammer_head","0","Adamant Hammer Head"
"tconstruct:hammer_head","0","Dyonite Hammer Head"
"tconstruct:hammer_head","0","Nucleum Hammer Head"
"tconstruct:hammer_head","0","Lumix Hammer Head"
"tconstruct:hammer_head","0","Seismum Hammer Head"
"tconstruct:hammer_head","0","Astrium Hammer Head"
"tconstruct:hammer_head","0","Niob Hammer Head"
"tconstruct:hammer_head","0","Yrdeen Hammer Head"
"tconstruct:hammer_head","0","Meteorite Hammer Head"
"tconstruct:hammer_head","0","Obsidiorite Hammer Head"
"tconstruct:hand_guard","0","Wooden Hand Guard"
"tconstruct:hand_guard","0","Stone Hand Guard"
"tconstruct:hand_guard","0","Flint Hand Guard"
"tconstruct:hand_guard","0","Cactus Hand Guard"
"tconstruct:hand_guard","0","Bone Hand Guard"
"tconstruct:hand_guard","0","Obsidian Hand Guard"
"tconstruct:hand_guard","0","Prismarine Hand Guard"
"tconstruct:hand_guard","0","End Hand Guard"
"tconstruct:hand_guard","0","Paper Hand Guard"
"tconstruct:hand_guard","0","Sponge Hand Guard"
"tconstruct:hand_guard","0","Firewood Hand Guard"
"tconstruct:hand_guard","0","Iron Hand Guard"
"tconstruct:hand_guard","0","Pig Iron Hand Guard"
"tconstruct:hand_guard","0","Knightslime Hand Guard"
"tconstruct:hand_guard","0","Slime Hand Guard"
"tconstruct:hand_guard","0","Slime Hand Guard"
"tconstruct:hand_guard","0","Magma Slime Hand Guard"
"tconstruct:hand_guard","0","Netherrack Hand Guard"
"tconstruct:hand_guard","0","Cobalt Hand Guard"
"tconstruct:hand_guard","0","Ardite Hand Guard"
"tconstruct:hand_guard","0","Manyullyn Hand Guard"
"tconstruct:hand_guard","0","Copper Hand Guard"
"tconstruct:hand_guard","0","Bronze Hand Guard"
"tconstruct:hand_guard","0","Steel Hand Guard"
"tconstruct:hand_guard","0","Lead Hand Guard"
"tconstruct:hand_guard","0","Silver Hand Guard"
"tconstruct:hand_guard","0","Electrum Hand Guard"
"tconstruct:hand_guard","0","Treated Wood Hand Guard"
"tconstruct:hand_guard","0","Constantan Hand Guard"
"tconstruct:hand_guard","0","Tiberium Hand Guard"
"tconstruct:hand_guard","0","Aurorium Hand Guard"
"tconstruct:hand_guard","0","Prometheum Hand Guard"
"tconstruct:hand_guard","0","Duranite Hand Guard"
"tconstruct:hand_guard","0","Valyrium Hand Guard"
"tconstruct:hand_guard","0","Vibranium Hand Guard"
"tconstruct:hand_guard","0","Terrax Hand Guard"
"tconstruct:hand_guard","0","Palladium Hand Guard"
"tconstruct:hand_guard","0","Uru Hand Guard"
"tconstruct:hand_guard","0","Eezo Hand Guard"
"tconstruct:hand_guard","0","Basalt Hand Guard"
"tconstruct:hand_guard","0","Triberium Hand Guard"
"tconstruct:hand_guard","0","Fractum Hand Guard"
"tconstruct:hand_guard","0","Violium Hand Guard"
"tconstruct:hand_guard","0","Proxii Hand Guard"
"tconstruct:hand_guard","0","Tritonite Hand Guard"
"tconstruct:hand_guard","0","Ignitz Hand Guard"
"tconstruct:hand_guard","0","Imperomite Hand Guard"
"tconstruct:hand_guard","0","Solarium Hand Guard"
"tconstruct:hand_guard","0","Nihilite Hand Guard"
"tconstruct:hand_guard","0","Adamant Hand Guard"
"tconstruct:hand_guard","0","Dyonite Hand Guard"
"tconstruct:hand_guard","0","Nucleum Hand Guard"
"tconstruct:hand_guard","0","Lumix Hand Guard"
"tconstruct:hand_guard","0","Seismum Hand Guard"
"tconstruct:hand_guard","0","Astrium Hand Guard"
"tconstruct:hand_guard","0","Niob Hand Guard"
"tconstruct:hand_guard","0","Yrdeen Hand Guard"
"tconstruct:hand_guard","0","Meteorite Hand Guard"
"tconstruct:hand_guard","0","Obsidiorite Hand Guard"
"tconstruct:hatchet","0","Hatchet"
"tconstruct:ingots","0","Cobalt Ingot"
"tconstruct:ingots","1","Ardite Ingot"
"tconstruct:ingots","2","Manyullyn Ingot"
"tconstruct:ingots","3","Knightslime Ingot"
"tconstruct:ingots","4","Pigiron Ingot"
"tconstruct:ingots","5","Aluminum Brass Ingot"
"tconstruct:knife_blade","0","Wooden Knife Blade"
"tconstruct:knife_blade","0","Stone Knife Blade"
"tconstruct:knife_blade","0","Flint Knife Blade"
"tconstruct:knife_blade","0","Cactus Knife Blade"
"tconstruct:knife_blade","0","Bone Knife Blade"
"tconstruct:knife_blade","0","Obsidian Knife Blade"
"tconstruct:knife_blade","0","Prismarine Knife Blade"
"tconstruct:knife_blade","0","End Knife Blade"
"tconstruct:knife_blade","0","Paper Knife Blade"
"tconstruct:knife_blade","0","Sponge Knife Blade"
"tconstruct:knife_blade","0","Firewood Knife Blade"
"tconstruct:knife_blade","0","Iron Knife Blade"
"tconstruct:knife_blade","0","Pig Iron Knife Blade"
"tconstruct:knife_blade","0","Knightslime Knife Blade"
"tconstruct:knife_blade","0","Slime Knife Blade"
"tconstruct:knife_blade","0","Slime Knife Blade"
"tconstruct:knife_blade","0","Magma Slime Knife Blade"
"tconstruct:knife_blade","0","Netherrack Knife Blade"
"tconstruct:knife_blade","0","Cobalt Knife Blade"
"tconstruct:knife_blade","0","Ardite Knife Blade"
"tconstruct:knife_blade","0","Manyullyn Knife Blade"
"tconstruct:knife_blade","0","Copper Knife Blade"
"tconstruct:knife_blade","0","Bronze Knife Blade"
"tconstruct:knife_blade","0","Steel Knife Blade"
"tconstruct:knife_blade","0","Lead Knife Blade"
"tconstruct:knife_blade","0","Silver Knife Blade"
"tconstruct:knife_blade","0","Electrum Knife Blade"
"tconstruct:knife_blade","0","Treated Wood Knife Blade"
"tconstruct:knife_blade","0","Constantan Knife Blade"
"tconstruct:knife_blade","0","Tiberium Knife Blade"
"tconstruct:knife_blade","0","Aurorium Knife Blade"
"tconstruct:knife_blade","0","Prometheum Knife Blade"
"tconstruct:knife_blade","0","Duranite Knife Blade"
"tconstruct:knife_blade","0","Valyrium Knife Blade"
"tconstruct:knife_blade","0","Vibranium Knife Blade"
"tconstruct:knife_blade","0","Terrax Knife Blade"
"tconstruct:knife_blade","0","Palladium Knife Blade"
"tconstruct:knife_blade","0","Uru Knife Blade"
"tconstruct:knife_blade","0","Eezo Knife Blade"
"tconstruct:knife_blade","0","Basalt Knife Blade"
"tconstruct:knife_blade","0","Triberium Knife Blade"
"tconstruct:knife_blade","0","Fractum Knife Blade"
"tconstruct:knife_blade","0","Violium Knife Blade"
"tconstruct:knife_blade","0","Proxii Knife Blade"
"tconstruct:knife_blade","0","Tritonite Knife Blade"
"tconstruct:knife_blade","0","Ignitz Knife Blade"
"tconstruct:knife_blade","0","Imperomite Knife Blade"
"tconstruct:knife_blade","0","Solarium Knife Blade"
"tconstruct:knife_blade","0","Nihilite Knife Blade"
"tconstruct:knife_blade","0","Adamant Knife Blade"
"tconstruct:knife_blade","0","Dyonite Knife Blade"
"tconstruct:knife_blade","0","Nucleum Knife Blade"
"tconstruct:knife_blade","0","Lumix Knife Blade"
"tconstruct:knife_blade","0","Seismum Knife Blade"
"tconstruct:knife_blade","0","Astrium Knife Blade"
"tconstruct:knife_blade","0","Niob Knife Blade"
"tconstruct:knife_blade","0","Yrdeen Knife Blade"
"tconstruct:knife_blade","0","Meteorite Knife Blade"
"tconstruct:knife_blade","0","Obsidiorite Knife Blade"
"tconstruct:large_plate","0","Wooden Large Plate"
"tconstruct:large_plate","0","Stone Large Plate"
"tconstruct:large_plate","0","Flint Large Plate"
"tconstruct:large_plate","0","Cactus Large Plate"
"tconstruct:large_plate","0","Bone Large Plate"
"tconstruct:large_plate","0","Obsidian Large Plate"
"tconstruct:large_plate","0","Prismarine Large Plate"
"tconstruct:large_plate","0","End Large Plate"
"tconstruct:large_plate","0","Paper Large Plate"
"tconstruct:large_plate","0","Sponge Large Plate"
"tconstruct:large_plate","0","Firewood Large Plate"
"tconstruct:large_plate","0","Iron Large Plate"
"tconstruct:large_plate","0","Pig Iron Large Plate"
"tconstruct:large_plate","0","Knightslime Large Plate"
"tconstruct:large_plate","0","Slime Large Plate"
"tconstruct:large_plate","0","Slime Large Plate"
"tconstruct:large_plate","0","Magma Slime Large Plate"
"tconstruct:large_plate","0","Netherrack Large Plate"
"tconstruct:large_plate","0","Cobalt Large Plate"
"tconstruct:large_plate","0","Ardite Large Plate"
